last_name,first_name,player_id,year,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,FIELD16
Reimold, Nolan,460099,2016,0.211,0.333,0.292,0.278,0.291,0.122,0.354,0.334,86.7,13.4,4.9,
Gomez, Carlos,460576,2016,0.209,0.345,0.296,0.274,0.279,0.136,0.389,0.356,87.8,11.1,6.5,
Moss, Brandon,461235,2016,0.232,0.484,0.329,0.337,0.308,0.253,0.44,0.454,88.5,22.5,13.4,
Kemp, Matt,461314,2016,0.267,0.522,0.333,0.347,0.307,0.255,0.419,0.438,88.2,14.5,11.1,
Plouffe, Trevor,461858,2016,0.259,0.435,0.311,0.328,0.308,0.176,0.351,0.374,90.2,12.3,6.5,
Andrus, Elvis,462101,2016,0.278,0.383,0.344,0.32,0.343,0.105,0.36,0.329,87.4,9,1.8,
Petit, Gregorio,463610,2016,0.23,0.328,0.282,0.27,0.286,0.098,0.335,0.318,87.2,8.6,3.2,
Cervelli, Francisco,465041,2016,0.247,0.341,0.318,0.325,0.369,0.094,0.318,0.329,86.5,6.4,1.5,
Cabrera, Melky,466320,2016,0.276,0.384,0.342,0.312,0.329,0.107,0.357,0.32,89.5,11.2,2.1,
Ramos, Wilson,467092,2016,0.28,0.483,0.361,0.349,0.332,0.203,0.403,0.388,90.8,4.8,7.4,
Santana, Carlos,467793,2016,0.275,0.515,0.37,0.385,0.382,0.239,0.378,0.4,90.8,14.4,9.8,
Parra, Gerardo,467827,2016,0.247,0.388,0.284,0.279,0.266,0.141,0.342,0.337,87.4,4.9,5,
Montero, Miguel,471083,2016,0.196,0.315,0.299,0.28,0.314,0.119,0.316,0.288,86.4,9.2,4.9,
Gonzalez, Carlos,471865,2016,0.275,0.465,0.361,0.339,0.33,0.19,0.434,0.404,90.2,9,8.6,
Valbuena, Luis,472528,2016,0.228,0.405,0.351,0.323,0.333,0.176,0.415,0.374,87.4,16.1,7.4,
De Jesus Jr., Ivan,474443,2016,0.258,0.34,0.277,0.29,0.316,0.083,0.316,0.334,84.5,6.4,1.2,
Mercer, Jordy,474568,2016,0.245,0.349,0.304,0.294,0.322,0.104,0.318,0.307,86.9,11.1,2.2,
Belt, Brandon,474832,2016,0.266,0.493,0.374,0.383,0.391,0.228,0.429,0.446,87.2,21.2,11.3,
Carter, Chris,474892,2016,0.237,0.536,0.346,0.368,0.336,0.299,0.465,0.507,91.7,18.6,17.6,
Alonso, Yonder,475174,2016,0.259,0.399,0.299,0.316,0.324,0.14,0.309,0.332,88.6,11.2,4.1,
Smoak, Justin,475253,2016,0.226,0.435,0.309,0.328,0.322,0.209,0.41,0.446,91.6,18.7,11.8,
Zimmerman, Ryan,475582,2016,0.246,0.416,0.277,0.316,0.305,0.17,0.322,0.38,92.6,9.1,7,
Lowrie, Jed,476704,2016,0.25,0.331,0.282,0.282,0.305,0.081,0.309,0.309,86,11.9,0.7,
Alvarez, Pedro,476883,2016,0.262,0.501,0.349,0.355,0.334,0.24,0.438,0.45,92.7,13.3,12.8,
Wallace, Brett,477165,2016,0.203,0.347,0.28,0.297,0.321,0.144,0.344,0.376,87.9,9.8,8.9,
Carrera, Ezequiel,485567,2016,0.222,0.327,0.301,0.284,0.304,0.105,0.345,0.321,86.6,4.6,3.8,
Avila, Alex,488671,2016,0.199,0.354,0.329,0.319,0.349,0.154,0.454,0.432,91.3,6.9,8.7,
Bourjos, Peter,488721,2016,0.227,0.321,0.291,0.26,0.27,0.093,0.362,0.319,88.1,7.8,2.6,
Castro, Jason,488771,2016,0.219,0.404,0.301,0.315,0.316,0.184,0.393,0.421,89.5,11.6,9.7,
d'Arnaud, Chase,488818,2016,0.231,0.305,0.287,0.276,0.307,0.074,0.31,0.294,84.7,13.3,0.5,
Escobar, Yunel,488862,2016,0.279,0.382,0.327,0.316,0.334,0.103,0.34,0.327,89.3,1.9,2.8,
Morrison, Logan,489149,2016,0.26,0.442,0.318,0.338,0.339,0.182,0.364,0.395,90.5,12,7.5,
Rosales, Adam,489267,2016,0.202,0.398,0.34,0.3,0.298,0.196,0.494,0.418,89.6,15.4,11.5,
Aoki, Norichika,493114,2016,0.237,0.306,0.325,0.279,0.31,0.069,0.321,0.264,87.2,3,0.8,
Lee, Dae-Ho,493193,2016,0.261,0.422,0.318,0.321,0.32,0.16,0.386,0.391,87.5,6.8,7.8,
Cespedes, Yoenis,493316,2016,0.282,0.529,0.369,0.374,0.358,0.246,0.432,0.439,91.7,16.3,9.8,
Ramirez, Alexei,493351,2016,0.243,0.304,0.264,0.256,0.28,0.061,0.281,0.272,84.5,9,0.5,
Beckham, Gordon,493596,2016,0.228,0.356,0.281,0.296,0.311,0.128,0.294,0.315,88,12.6,4.1,
Solarte, Yangervis,500208,2016,0.247,0.381,0.346,0.299,0.305,0.134,0.374,0.315,88.5,12.9,3.8,
Rojas, Miguel,500743,2016,0.241,0.293,0.265,0.253,0.284,0.052,0.282,0.268,84,7.1,0.6,
Escobar, Eduardo,500871,2016,0.247,0.369,0.269,0.288,0.292,0.122,0.307,0.333,85.6,15.1,3.2,
Freese, David,501896,2016,0.246,0.408,0.334,0.324,0.332,0.162,0.43,0.416,91,2.2,8.1,
Davis, Khris,501981,2016,0.251,0.564,0.349,0.369,0.313,0.313,0.452,0.484,92,13.3,17,
Chisenhall, Lonnie,502082,2016,0.253,0.373,0.327,0.292,0.299,0.12,0.371,0.326,86.2,18,2.8,
Martinez, J.D.,502110,2016,0.294,0.571,0.384,0.397,0.366,0.278,0.484,0.505,91.5,13.4,14.2,
Valencia, Danny,502143,2016,0.277,0.469,0.342,0.348,0.338,0.192,0.409,0.418,90.1,9.8,7.8,
Reddick, Josh,502210,2016,0.282,0.411,0.324,0.327,0.347,0.129,0.34,0.345,88.1,14.3,3.5,
Dyson, Jarrod,502481,2016,0.262,0.316,0.316,0.29,0.33,0.054,0.324,0.292,84.3,4.9,0.4,
Murphy, Daniel,502517,2016,0.318,0.564,0.408,0.395,0.37,0.247,0.437,0.421,90.7,16.8,8.5,
O'Malley, Shawn,502523,2016,0.197,0.259,0.276,0.245,0.275,0.061,0.325,0.282,84.3,8.8,0.7,
Goldschmidt, Paul,502671,2016,0.271,0.458,0.382,0.365,0.392,0.187,0.44,0.415,91,11,7.8,
Gonzalez, Marwin,503556,2016,0.234,0.39,0.298,0.288,0.276,0.156,0.366,0.356,89.3,9.3,5.4,
Leon, Sandy,506702,2016,0.237,0.363,0.362,0.296,0.308,0.126,0.447,0.35,86.9,11.3,4.2,
Altuve, Jose,514888,2016,0.318,0.526,0.391,0.385,0.382,0.207,0.409,0.402,88.3,11.4,6.9,
Hernandez, Cesar,514917,2016,0.268,0.349,0.335,0.312,0.351,0.081,0.372,0.341,87,5,1.8,
Segura, Jean,516416,2016,0.274,0.459,0.371,0.339,0.329,0.184,0.41,0.37,89,7.9,5.9,
Castro, Starlin,516770,2016,0.262,0.419,0.313,0.308,0.295,0.156,0.371,0.365,88.5,8.9,5.4,
Marte, Starling,516782,2016,0.281,0.435,0.351,0.332,0.335,0.154,0.414,0.389,87.5,9.2,5.4,
d'Arnaud, Travis,518595,2016,0.238,0.337,0.279,0.281,0.299,0.099,0.305,0.308,89.1,8.8,3.4,
Descalso, Daniel,518614,2016,0.259,0.373,0.332,0.318,0.348,0.114,0.368,0.347,87.9,10.7,3,
Dietrich, Derek,518618,2016,0.255,0.417,0.348,0.343,0.359,0.162,0.385,0.378,85.5,13,8.1,
Donaldson, Josh,518626,2016,0.279,0.553,0.403,0.403,0.401,0.274,0.436,0.438,92.2,14.9,12.3,
Eibner, Brett,518649,2016,0.211,0.379,0.268,0.289,0.285,0.168,0.31,0.341,85.5,17.6,7.2,
Freeman, Freddie,518692,2016,0.282,0.568,0.402,0.397,0.386,0.286,0.508,0.504,91.3,17.3,13.2,
Grandal, Yasmani,518735,2016,0.236,0.482,0.35,0.357,0.347,0.246,0.417,0.429,91.3,12.4,12.4,
Heyward, Jason,518792,2016,0.251,0.349,0.282,0.301,0.326,0.098,0.286,0.313,86.8,10.7,3,
LeMahieu, DJ,518934,2016,0.337,0.49,0.391,0.391,0.41,0.153,0.415,0.415,91.8,6.1,4.9,
Lucroy, Jonathan,518960,2016,0.274,0.468,0.362,0.345,0.341,0.193,0.415,0.394,87.6,14.5,7.4,
Moreland, Mitch,519048,2016,0.255,0.474,0.307,0.337,0.319,0.219,0.37,0.414,90.6,14.4,9.6,
Norris, Derek,519083,2016,0.224,0.348,0.252,0.279,0.292,0.124,0.322,0.367,87.4,18.9,5.4,
Revere, Ben,519184,2016,0.23,0.301,0.246,0.256,0.275,0.072,0.243,0.254,83.6,5.5,0.6,
Rizzo, Anthony,519203,2016,0.264,0.486,0.391,0.363,0.363,0.222,0.427,0.388,89.1,16.3,9.2,
Robinson, Clint,519208,2016,0.226,0.347,0.282,0.296,0.31,0.121,0.292,0.313,87.8,14.2,4.9,
Rupp, Cameron,519237,2016,0.236,0.431,0.321,0.309,0.289,0.195,0.415,0.397,91.3,9,9.1,
Smolinski, Jake,519295,2016,0.262,0.391,0.284,0.313,0.323,0.129,0.291,0.329,87.5,13.1,4.4,
Souza Jr., Steven,519306,2016,0.228,0.418,0.308,0.308,0.289,0.19,0.437,0.438,89.9,13,10.6,
Stanton, Giancarlo,519317,2016,0.238,0.49,0.344,0.345,0.326,0.252,0.457,0.461,93.9,13.9,15.6,
Szczur, Matt,519333,2016,0.236,0.363,0.305,0.284,0.291,0.127,0.355,0.329,85.4,13.9,4.8,
Vogt, Stephen,519390,2016,0.26,0.413,0.305,0.313,0.314,0.153,0.332,0.344,85.9,19.4,5.1,
Galvis, Freddy,520471,2016,0.229,0.344,0.284,0.262,0.265,0.115,0.35,0.322,87.4,13.6,2.8,
Perez, Salvador,521692,2016,0.237,0.397,0.308,0.29,0.278,0.16,0.373,0.35,88.8,18.9,6.3,
Forsythe, Logan,523253,2016,0.271,0.478,0.336,0.352,0.34,0.207,0.396,0.42,90,13.6,7.5,
Flores, Wilmer,527038,2016,0.246,0.399,0.336,0.303,0.301,0.153,0.364,0.322,86.5,18.4,5,
Marte, Jefry,527043,2016,0.245,0.427,0.335,0.316,0.305,0.182,0.392,0.366,89.2,12.6,6.9,
Holt, Tyler,534627,2016,0.217,0.268,0.283,0.271,0.315,0.051,0.309,0.29,84.4,6.3,0.7,
Garcia, Avisail,541645,2016,0.262,0.43,0.302,0.329,0.325,0.168,0.368,0.409,90.2,5.4,8,
Perez, Hernan,541650,2016,0.247,0.368,0.312,0.281,0.279,0.121,0.382,0.34,88.8,12.4,3.8,
Bethancourt, Christian,542194,2016,0.233,0.402,0.273,0.289,0.27,0.169,0.353,0.379,88,11.6,7.2,
Perez, Carlos,542208,2016,0.223,0.324,0.246,0.254,0.258,0.101,0.275,0.286,84.8,14.9,2.2,
Inciarte, Ender,542255,2016,0.264,0.33,0.319,0.291,0.327,0.066,0.33,0.295,85.5,8.2,0.7,
Ozuna, Marcell,542303,2016,0.276,0.469,0.33,0.343,0.331,0.193,0.378,0.397,90.8,10.9,7.8,
Villar, Jonathan,542340,2016,0.242,0.377,0.356,0.315,0.335,0.136,0.442,0.379,90.3,4.7,6.4,
Ortega, Rafael,542364,2016,0.265,0.323,0.257,0.284,0.315,0.058,0.258,0.292,85.7,6.4,0,
Adames, Cristhian,542436,2016,0.225,0.295,0.274,0.278,0.313,0.071,0.281,0.286,84.1,2.2,2.2,
Santana, Danny,542454,2016,0.237,0.353,0.265,0.276,0.279,0.116,0.316,0.335,88.6,7.5,3.9,
Arcia, Oswaldo,542455,2016,0.21,0.39,0.277,0.29,0.277,0.18,0.393,0.418,86.5,12.2,9.8,
Bandy, Jett,542908,2016,0.228,0.385,0.289,0.29,0.28,0.157,0.317,0.319,87.1,22.8,6.2,
Beckham, Tim,542921,2016,0.216,0.355,0.314,0.274,0.271,0.139,0.432,0.367,89.6,11.3,6,
Broxton, Keon,542979,2016,0.224,0.392,0.343,0.326,0.341,0.168,0.491,0.461,93.5,9.6,9.2,
Burns, Billy,542993,2016,0.233,0.27,0.247,0.242,0.273,0.037,0.257,0.251,82.8,7,0,
Crawford, Brandon,543063,2016,0.252,0.408,0.327,0.317,0.328,0.156,0.369,0.358,88.9,12.9,5.4,
Cron, C.J.,543068,2016,0.273,0.464,0.337,0.341,0.325,0.192,0.38,0.386,89.5,12.4,8.3,
Dickerson, Alex,543105,2016,0.269,0.445,0.336,0.342,0.346,0.175,0.359,0.367,88.9,15.8,6.6,
Giavotella, Johnny,543213,2016,0.28,0.366,0.285,0.295,0.307,0.086,0.303,0.315,85.7,9.7,1.6,
Gillaspie, Conor,543216,2016,0.266,0.407,0.314,0.307,0.314,0.141,0.344,0.337,88.9,13.6,4.3,
Gomes, Yan,543228,2016,0.207,0.362,0.225,0.257,0.238,0.155,0.282,0.328,87,16.8,5.4,
Grossman, Robbie,543257,2016,0.253,0.38,0.363,0.333,0.363,0.127,0.431,0.383,86.5,13.2,5.1,
Harrison, Josh,543281,2016,0.238,0.35,0.301,0.269,0.27,0.112,0.333,0.296,86.5,13,2.1,
Hicks, Aaron,543305,2016,0.232,0.359,0.27,0.289,0.296,0.128,0.293,0.32,89.1,10.7,4.6,
Hosmer, Eric,543333,2016,0.259,0.44,0.326,0.33,0.325,0.181,0.376,0.382,92,4,9.2,
Kipnis, Jason,543401,2016,0.27,0.453,0.347,0.345,0.341,0.183,0.406,0.405,89.9,14.8,6.7,
Lawrie, Brett,543434,2016,0.232,0.381,0.311,0.294,0.296,0.149,0.404,0.378,88.9,16.8,6.6,
McCann, James,543510,2016,0.224,0.416,0.273,0.299,0.276,0.192,0.354,0.395,88.4,16.2,9.6,
Miller, Brad,543543,2016,0.242,0.441,0.333,0.322,0.305,0.199,0.412,0.396,90.6,12,9.7,
Nieuwenhuis, Kirk,543590,2016,0.203,0.384,0.313,0.312,0.321,0.181,0.413,0.414,90.3,9.7,9.9,
Rendon, Anthony,543685,2016,0.267,0.454,0.342,0.349,0.351,0.187,0.376,0.387,91.1,16.9,5.9,
Semien, Marcus,543760,2016,0.225,0.411,0.315,0.303,0.289,0.186,0.373,0.357,88,15.4,6.7,
Shaw, Travis,543768,2016,0.234,0.42,0.31,0.308,0.299,0.186,0.381,0.38,88.7,16,8,
Shuck, JB,543776,2016,0.234,0.306,0.24,0.259,0.276,0.071,0.236,0.258,84.9,7.5,1.9,
Springer III, George,543807,2016,0.26,0.471,0.353,0.359,0.36,0.211,0.417,0.428,89.4,8.8,10.5,
Strange-Gordon, Dee,543829,2016,0.21,0.258,0.279,0.228,0.253,0.047,0.31,0.246,82.8,3.7,0,
Wong, Kolten,543939,2016,0.244,0.344,0.3,0.305,0.336,0.1,0.297,0.304,86.8,10.9,3,
Gregorius, Didi,544369,2016,0.248,0.353,0.319,0.274,0.278,0.105,0.354,0.3,86.1,14.6,2.9,
Grichuk, Randal,545341,2016,0.236,0.47,0.325,0.321,0.285,0.234,0.438,0.432,91.4,16.3,9.8,
Marisnick, Jake,545350,2016,0.218,0.323,0.257,0.263,0.269,0.105,0.32,0.331,86.8,11.6,4.3,
Trout, Mike,545361,2016,0.304,0.573,0.418,0.427,0.436,0.268,0.48,0.496,90.9,13.8,14.4,
Herrera, Odubel,546318,2016,0.236,0.355,0.338,0.296,0.318,0.119,0.389,0.33,87.7,10.3,4.2,
Wolters, Tony,547172,2016,0.215,0.302,0.312,0.263,0.291,0.087,0.374,0.304,85.6,8.7,2.6,
Harper, Bryce,547180,2016,0.25,0.44,0.343,0.352,0.386,0.189,0.364,0.379,88.9,15.2,7.3,
Kim, Hyun Soo,547957,2016,0.273,0.423,0.352,0.345,0.358,0.15,0.369,0.359,90.5,6.5,5.1,
Martin, Leonys,547982,2016,0.223,0.332,0.298,0.277,0.288,0.109,0.366,0.337,87.6,12.9,5,
Abreu, Jose,547989,2016,0.28,0.467,0.349,0.348,0.344,0.187,0.397,0.396,89.7,10.3,7.9,
Suarez, Eugenio,553993,2016,0.236,0.393,0.316,0.306,0.308,0.157,0.381,0.366,86.6,16,6.3,
Polanco, Gregory,570256,2016,0.273,0.441,0.331,0.337,0.34,0.168,0.385,0.394,89.9,14,6,
Santana, Domingo,570267,2016,0.269,0.467,0.343,0.357,0.358,0.198,0.468,0.495,92.9,9.3,10.9,
Flores, Ramon,570717,2016,0.219,0.279,0.25,0.268,0.311,0.059,0.256,0.283,84.5,9.5,1.5,
Schoop, Jonathan,570731,2016,0.251,0.41,0.32,0.299,0.285,0.158,0.389,0.361,87.4,11.9,6.9,
Adams, Matt,571431,2016,0.238,0.468,0.331,0.325,0.3,0.23,0.41,0.404,89.8,20,11,
Altherr, Aaron,571437,2016,0.214,0.312,0.266,0.282,0.315,0.098,0.318,0.347,88.2,5.5,3.1,
Arenado, Nolan,571448,2016,0.263,0.486,0.386,0.348,0.337,0.223,0.427,0.378,89.5,18.8,9,
Barnhart, Tucker,571466,2016,0.255,0.36,0.3,0.295,0.323,0.105,0.332,0.325,86.1,9.6,2.6,
Bour, Justin,571506,2016,0.276,0.505,0.343,0.364,0.364,0.228,0.384,0.413,91.8,10.1,10.1,
Gennett, Scooter,571697,2016,0.228,0.337,0.315,0.275,0.286,0.109,0.369,0.314,86.9,12.3,3.9,
Hamilton, Billy,571740,2016,0.231,0.276,0.294,0.261,0.296,0.045,0.333,0.288,83.4,10.5,0.3,
Hazelbaker, Jeremy,571757,2016,0.216,0.389,0.324,0.288,0.281,0.173,0.431,0.378,87.7,10.4,9.9,
Hernandez, Enrique,571771,2016,0.215,0.369,0.27,0.297,0.305,0.153,0.308,0.352,88.5,13.8,6.6,
Holt, Brock,571788,2016,0.261,0.36,0.308,0.307,0.329,0.099,0.335,0.334,86,6.2,2.5,
Joseph, Tommy,571830,2016,0.258,0.489,0.342,0.345,0.314,0.231,0.408,0.413,89.9,16.8,11.8,
Lamb, Jake,571875,2016,0.246,0.469,0.352,0.343,0.333,0.223,0.441,0.428,91.3,10.4,11.5,
Myers, Wil,571976,2016,0.252,0.433,0.341,0.334,0.333,0.181,0.408,0.397,88.6,10.1,7,
Naquin, Tyler,571980,2016,0.253,0.432,0.374,0.331,0.337,0.179,0.518,0.446,91,10.6,8.5,
Owings, Chris,572008,2016,0.266,0.381,0.311,0.299,0.308,0.115,0.364,0.351,88.1,8.6,2.8,
Piscotty, Stephen,572039,2016,0.263,0.461,0.345,0.343,0.334,0.198,0.398,0.396,88.3,13.7,8.6,
Rickard, Joey,572073,2016,0.23,0.33,0.304,0.274,0.287,0.1,0.346,0.307,85.9,13,2.4,
Schimpf, Ryan,572114,2016,0.196,0.474,0.362,0.344,0.324,0.277,0.489,0.456,90.3,29.7,16.7,
Seager, Kyle,572122,2016,0.292,0.512,0.363,0.377,0.374,0.219,0.397,0.417,90.4,16.7,9,
Taylor, Michael A.,572191,2016,0.234,0.387,0.283,0.292,0.284,0.153,0.391,0.409,88.1,8.5,7.6,
Thompson, Trayce,572204,2016,0.241,0.429,0.318,0.324,0.317,0.188,0.384,0.394,88.4,8.5,10.6,
Carpenter, Matt,572761,2016,0.287,0.543,0.375,0.398,0.397,0.256,0.416,0.452,90.7,18.2,11.3,
Dickerson, Corey,572816,2016,0.23,0.438,0.319,0.304,0.28,0.208,0.403,0.382,89,18.1,11.1,
Dozier, Brian,572821,2016,0.235,0.46,0.37,0.329,0.311,0.225,0.433,0.376,88.1,18.8,8.3,
Saladino, Tyler,573135,2016,0.252,0.355,0.313,0.281,0.289,0.103,0.368,0.328,86.7,8.4,2.9,
Contreras, Willson,575929,2016,0.262,0.444,0.363,0.341,0.341,0.182,0.44,0.409,88.4,6.9,8.6,
Gyorko, Jedd,576397,2016,0.239,0.473,0.339,0.331,0.304,0.233,0.404,0.393,87.7,14.9,9.8,
Iglesias, Jose,578428,2016,0.251,0.312,0.283,0.276,0.305,0.061,0.282,0.273,83.6,8.3,0.7,
Travis, Devon,581527,2016,0.257,0.383,0.337,0.293,0.291,0.126,0.406,0.347,87,11.4,4,
Hechavarria, Adeiny,588751,2016,0.271,0.358,0.256,0.293,0.317,0.088,0.272,0.318,88.1,8,1.1,
Bryant, Kris,592178,2016,0.267,0.548,0.396,0.386,0.365,0.28,0.473,0.457,89.3,20.8,11.7,
Casali, Curt,592200,2016,0.197,0.331,0.268,0.272,0.282,0.135,0.345,0.35,86.1,20.4,6.1,
Castellanos, Nick,592206,2016,0.289,0.584,0.35,0.384,0.336,0.295,0.443,0.493,89.4,16.9,14.4,
DeShields, Delino,592261,2016,0.206,0.281,0.261,0.253,0.276,0.074,0.314,0.303,86.9,5.4,1.5,
Drury, Brandon,592273,2016,0.261,0.411,0.335,0.313,0.312,0.151,0.395,0.367,88.8,9.3,6.8,
Healy, Ryon,592387,2016,0.289,0.508,0.364,0.354,0.322,0.219,0.45,0.436,88.7,13.5,9,
Machado, Manny,592518,2016,0.289,0.525,0.366,0.366,0.342,0.236,0.424,0.425,90.3,14.5,9.3,
Pederson, Joc,592626,2016,0.24,0.463,0.36,0.349,0.349,0.223,0.452,0.436,92.3,15.3,12.5,
Realmuto, J.T.,592663,2016,0.266,0.387,0.333,0.306,0.311,0.121,0.386,0.35,88.6,9.8,3.9,
Rosario, Eddie,592696,2016,0.227,0.376,0.304,0.271,0.258,0.148,0.397,0.352,87.7,11.3,4.8,
Simmons, Andrelton,592743,2016,0.271,0.354,0.302,0.298,0.318,0.083,0.301,0.296,86.7,4.5,1.2,
Yelich, Christian,592885,2016,0.306,0.513,0.367,0.388,0.389,0.207,0.429,0.461,92.6,2.7,9.7,
Merrifield, Whit,593160,2016,0.252,0.372,0.309,0.292,0.296,0.12,0.374,0.351,88.1,12.2,2.9,
Bogaerts, Xander,593428,2016,0.257,0.402,0.348,0.319,0.324,0.145,0.386,0.349,89,11,5.3,
Polanco, Jorge,593871,2016,0.274,0.367,0.326,0.309,0.33,0.093,0.363,0.342,86.8,15.8,2.5,
Sano, Miguel,593934,2016,0.215,0.45,0.334,0.328,0.305,0.235,0.487,0.48,92.4,16.9,14.1,
Calhoun, Kole,594777,2016,0.271,0.454,0.34,0.35,0.351,0.182,0.37,0.384,89.8,15.1,6.2,
Duvall, Adam,594807,2016,0.247,0.491,0.333,0.336,0.304,0.244,0.429,0.434,88.6,19.2,12.1,
Eaton, Adam,594809,2016,0.268,0.397,0.344,0.33,0.351,0.129,0.369,0.352,89.1,4.9,3.1,
Garcia, Greg,594824,2016,0.262,0.362,0.338,0.335,0.385,0.1,0.359,0.354,85.5,6.8,3,
Gattis, Evan,594828,2016,0.236,0.453,0.345,0.322,0.307,0.217,0.436,0.401,89.4,12.9,10.5,
Gosselin, Phil,594838,2016,0.262,0.337,0.302,0.289,0.312,0.076,0.346,0.328,86.5,6.9,1.7,
Schebler, Scott,594988,2016,0.256,0.396,0.328,0.313,0.322,0.14,0.382,0.362,89.7,7.2,5.1,
Kiermaier, Kevin,595281,2016,0.242,0.366,0.323,0.309,0.329,0.123,0.346,0.327,87.9,14,4.4,
Profar, Jurickson,595777,2016,0.234,0.319,0.295,0.288,0.318,0.085,0.318,0.308,86.4,6.9,2.8,
Baez, Javier,595879,2016,0.233,0.377,0.316,0.283,0.279,0.144,0.395,0.354,88.4,14.1,5.7,
Goeddel, Tyler,595963,2016,0.216,0.305,0.244,0.265,0.282,0.089,0.27,0.301,87.3,6.2,1.8,
Lindor, Francisco,596019,2016,0.288,0.424,0.34,0.338,0.352,0.135,0.358,0.355,88.7,7.9,4.1,
Odor, Rougned,596059,2016,0.253,0.462,0.336,0.318,0.282,0.209,0.414,0.393,89.6,14.3,7.8,
Story, Trevor,596115,2016,0.263,0.538,0.38,0.369,0.335,0.275,0.534,0.519,91.1,17.8,13.9,
Sanchez, Gary,596142,2016,0.272,0.567,0.425,0.392,0.357,0.294,0.547,0.495,92.7,7.9,15.8,
Cuthbert, Cheslor,596144,2016,0.232,0.329,0.316,0.268,0.28,0.097,0.364,0.301,89.3,12.4,2.4,
Kepler, Max,596146,2016,0.241,0.352,0.313,0.295,0.316,0.111,0.356,0.33,89.7,8.5,3.9,
Franco, Maikel,596748,2016,0.259,0.431,0.311,0.318,0.313,0.172,0.35,0.359,89.5,11.8,6.9,
Bradley Jr., Jackie,598265,2016,0.241,0.434,0.354,0.331,0.33,0.193,0.419,0.386,90.3,10.1,8.6,
Ahmed, Nick,605113,2016,0.235,0.339,0.245,0.271,0.283,0.104,0.275,0.31,87.1,8.9,2.6,
Asche, Cody,605125,2016,0.231,0.36,0.279,0.294,0.303,0.128,0.326,0.348,85.9,15.3,3.5,
Betts, Mookie,605141,2016,0.278,0.446,0.379,0.336,0.33,0.167,0.404,0.352,89.7,12.5,5.2,
Panik, Joe,605412,2016,0.259,0.399,0.3,0.322,0.339,0.14,0.288,0.315,86.3,13,4.5,
Smith, Mallex,605480,2016,0.214,0.313,0.3,0.278,0.302,0.098,0.34,0.312,85.9,0.8,2.8,
Arcia, Orlando,606115,2016,0.203,0.287,0.274,0.243,0.259,0.084,0.318,0.274,87.7,6.1,1.9,
Peraza, Jose,606299,2016,0.31,0.406,0.331,0.328,0.343,0.095,0.361,0.358,85.1,11.2,1.9,
Marte, Ketel,606466,2016,0.244,0.297,0.266,0.255,0.276,0.053,0.305,0.29,85.8,7,0.3,
Peterson, Jace,607054,2016,0.271,0.391,0.317,0.334,0.365,0.121,0.326,0.351,88.2,3.7,3.1,
Turner, Trea,607208,2016,0.298,0.496,0.395,0.356,0.334,0.198,0.471,0.426,89.9,11.5,6.8,
Rua, Ryan,607387,2016,0.23,0.362,0.317,0.293,0.306,0.132,0.405,0.367,90.5,10,6.6,
Pillar, Kevin,607680,2016,0.258,0.361,0.295,0.289,0.297,0.104,0.326,0.319,87.1,11.6,3,
Ramirez, Jose,608070,2016,0.29,0.416,0.355,0.331,0.345,0.126,0.367,0.338,88.4,13.2,3,
Bregman, Alex,608324,2016,0.246,0.408,0.336,0.306,0.299,0.162,0.416,0.374,88.1,18.5,6.7,
Russell, Addison,608365,2016,0.232,0.412,0.316,0.314,0.317,0.18,0.366,0.363,87.6,15.2,9.3,
Seager, Corey,608369,2016,0.304,0.521,0.372,0.376,0.364,0.217,0.438,0.444,91.1,10.3,8.3,
Mazara, Nomar,608577,2016,0.262,0.428,0.318,0.325,0.321,0.166,0.365,0.374,88,8.6,6.8,
Jankowski, Travis,608671,2016,0.235,0.292,0.293,0.284,0.327,0.056,0.342,0.331,86.2,0.8,1.3,
Garcia, Adonis,611177,2016,0.28,0.424,0.308,0.32,0.319,0.144,0.35,0.366,89,7.9,5.2,
Correa, Carlos,621043,2016,0.285,0.481,0.349,0.367,0.372,0.197,0.401,0.429,91,7,7.7,
Dahl, David,621311,2016,0.244,0.387,0.367,0.296,0.292,0.143,0.47,0.367,87.8,10.8,4.9,
Buxton, Byron,621439,2016,0.189,0.309,0.304,0.252,0.256,0.12,0.444,0.356,89.5,17.3,5.3,
Duffy, Matt,622110,2016,0.263,0.386,0.292,0.308,0.318,0.122,0.309,0.329,87.3,7.3,3.5,
Conforto, Michael,624424,2016,0.228,0.422,0.312,0.322,0.32,0.194,0.371,0.388,90.2,15.1,10.1,
Puig, Yasiel,624577,2016,0.246,0.395,0.32,0.308,0.309,0.149,0.366,0.349,90.4,11.7,6.5,
Soler, Jorge,624585,2016,0.224,0.426,0.333,0.327,0.325,0.202,0.392,0.385,89.9,17.8,10.4,
Kang, Jung Ho,628356,2016,0.25,0.479,0.369,0.361,0.356,0.228,0.423,0.414,90.3,11,8.3,
Tomas, Yasmany,630111,2016,0.275,0.497,0.345,0.346,0.317,0.222,0.439,0.442,90.6,10,10.6,
Anderson, Tim,641313,2016,0.254,0.385,0.315,0.287,0.279,0.131,0.423,0.384,87.8,6.6,5.3,
