last_name,first_name,player_id,year,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,FIELD16
White, Tyler,643603,2016,0.221,0.375,0.287,0.29,0.292,0.154,0.335,0.341,88.1,15.1,7,
Diaz, Aledmys,649557,2016,0.255,0.413,0.37,0.322,0.334,0.158,0.394,0.333,89.5,12.6,4.5,
Park, ByungHo,666560,2016,0.229,0.514,0.294,0.348,0.31,0.285,0.389,0.488,88.6,14.3,16.7,
Hunter, Torii,116338,2015,0.234,0.376,0.304,0.294,0.289,0.142,0.343,0.331,88.5,10.8,5,
Ortiz, David,120074,2015,0.301,0.616,0.379,0.42,0.388,0.314,0.418,0.474,93,15.7,13.1,
Rodriguez, Alex,121347,2015,0.247,0.495,0.361,0.368,0.356,0.248,0.425,0.437,91.4,12,10.9,
Ramirez, Aramis,133380,2015,0.24,0.405,0.309,0.304,0.293,0.164,0.329,0.323,87.4,15.8,5.6,
Beltre, Adrian,134181,2015,0.295,0.482,0.337,0.36,0.346,0.186,0.352,0.38,89.5,12.6,5.5,
Beltran, Carlos,136860,2015,0.274,0.448,0.346,0.346,0.34,0.174,0.382,0.381,90.6,15.6,5.8,
Werth, Jayson,150029,2015,0.246,0.428,0.3,0.331,0.325,0.182,0.337,0.384,90,15.3,7.9,
Cuddyer, Michael,150212,2015,0.241,0.373,0.306,0.296,0.295,0.131,0.362,0.349,87.5,7.8,4.5,
Pierzynski, A.J.,150229,2015,0.277,0.4,0.333,0.318,0.321,0.122,0.343,0.326,85.4,10.5,3.5,
Rollins, Jimmy,276519,2015,0.233,0.339,0.283,0.285,0.296,0.106,0.298,0.301,85.8,16.4,2.5,
Uribe, Juan,346874,2015,0.237,0.38,0.319,0.304,0.309,0.143,0.367,0.347,88.8,10.7,5.7,
Suzuki, Ichiro,400085,2015,0.228,0.279,0.25,0.256,0.284,0.05,0.249,0.257,83.2,3.3,0.6,
Martinez, Victor,400121,2015,0.27,0.437,0.286,0.33,0.326,0.166,0.293,0.346,87.7,15,4.1,
Utley, Chase,400284,2015,0.25,0.368,0.274,0.306,0.325,0.118,0.279,0.321,88.6,13.3,2.8,
Pujols, Albert,405395,2015,0.268,0.481,0.333,0.346,0.329,0.213,0.347,0.364,90.7,14.2,7.7,
Byrd, Marlon,407781,2015,0.238,0.435,0.317,0.311,0.285,0.196,0.411,0.406,86.3,12.1,8.5,
Holliday, Matt,407812,2015,0.264,0.378,0.351,0.342,0.386,0.113,0.371,0.358,90.5,8.2,4.9,
Teixeira, Mark,407893,2015,0.254,0.494,0.381,0.372,0.362,0.24,0.426,0.414,89.6,15.7,9.3,
Mauer, Joe,408045,2015,0.275,0.426,0.311,0.338,0.351,0.151,0.339,0.376,89.5,4.4,3.7,
Cabrera, Miguel,408234,2015,0.323,0.595,0.413,0.432,0.431,0.271,0.459,0.486,93.8,12.2,10.6,
Gonzalez, Adrian,408236,2015,0.281,0.5,0.354,0.368,0.358,0.219,0.394,0.414,88.8,14.2,8.4,
Phillips, Brandon,408252,2015,0.29,0.39,0.315,0.316,0.325,0.101,0.335,0.336,86.2,10.7,2.3,
Infante, Omar,408299,2015,0.241,0.308,0.238,0.251,0.257,0.067,0.271,0.289,84.2,14.2,0.8,
Reyes, Jose,408314,2015,0.245,0.303,0.3,0.265,0.286,0.058,0.321,0.278,84.6,13.3,0.2,
Peralta, Jhonny,425509,2015,0.273,0.426,0.323,0.332,0.336,0.153,0.36,0.374,88.2,13.4,4.4,
Barmes, Clint,425549,2015,0.202,0.284,0.275,0.238,0.253,0.083,0.341,0.289,83.7,20.6,2.6,
LaRoche, Adam,425560,2015,0.211,0.376,0.283,0.301,0.299,0.165,0.337,0.368,89.6,13.2,8.1,
Rios, Alex,425567,2015,0.257,0.361,0.279,0.289,0.292,0.104,0.311,0.325,88.3,15.2,2.5,
Victorino, Shane,425664,2015,0.231,0.285,0.271,0.275,0.313,0.054,0.272,0.277,83.4,17,0,
Loney, James,425766,2015,0.268,0.35,0.294,0.293,0.314,0.082,0.302,0.3,85.5,12.1,1.2,
Choo, Shin-Soo,425783,2015,0.254,0.444,0.365,0.357,0.36,0.19,0.424,0.413,90.9,7.7,8.4,
Rivera, Rene,425784,2015,0.192,0.332,0.215,0.247,0.228,0.14,0.27,0.319,85.9,16.7,6.4,
Francoeur, Jeff,425796,2015,0.252,0.379,0.308,0.29,0.281,0.127,0.381,0.357,88,14.2,4.8,
Upton Jr., B.J.,425834,2015,0.249,0.415,0.326,0.32,0.321,0.166,0.419,0.416,88.8,12,6.2,
Molina, Yadier,425877,2015,0.238,0.329,0.287,0.27,0.283,0.09,0.299,0.279,86.4,10.4,2.3,
Fielder, Prince,425902,2015,0.277,0.455,0.36,0.35,0.356,0.178,0.382,0.369,90.9,9.9,6.4,
Cano, Robinson,429664,2015,0.295,0.476,0.335,0.356,0.344,0.181,0.376,0.404,91,5.5,7.3,
Encarnacion, Edwin,429665,2015,0.265,0.519,0.392,0.38,0.366,0.254,0.424,0.409,90.1,16.5,10,
Hardy, J.J.,429666,2015,0.211,0.298,0.248,0.246,0.248,0.087,0.287,0.285,87.2,9.6,1.5,
Howard, Ryan,429667,2015,0.268,0.52,0.308,0.359,0.315,0.251,0.401,0.48,91.3,14.9,11.7,
Sizemore, Grady,429713,2015,0.253,0.396,0.302,0.312,0.309,0.143,0.347,0.361,89.2,12.4,4.2,
DeJesus, David,430203,2015,0.246,0.342,0.278,0.293,0.311,0.096,0.293,0.313,86.8,12.5,2.1,
Gomes, Jonny,430404,2015,0.177,0.282,0.294,0.26,0.284,0.105,0.367,0.307,88.1,18.3,4.1,
Raburn, Ryan,430605,2015,0.262,0.495,0.397,0.37,0.362,0.233,0.477,0.436,90.7,11.6,9.2,
Johnson, Kelly,430637,2015,0.236,0.401,0.323,0.301,0.289,0.165,0.404,0.373,87,12.6,8.3,
Bourgeois, Jason,430652,2015,0.222,0.278,0.278,0.256,0.279,0.056,0.296,0.268,84.6,5.1,1.2,
Bautista, Jose,430832,2015,0.26,0.514,0.389,0.39,0.388,0.254,0.405,0.408,92,16.9,12.6,
Swisher, Nick,430897,2015,0.192,0.304,0.285,0.282,0.31,0.111,0.288,0.282,86.8,8.4,3,
Pena, Brayan,430910,2015,0.241,0.293,0.295,0.275,0.308,0.052,0.288,0.264,85.6,8,0.3,
Jones, Adam,430945,2015,0.265,0.478,0.334,0.338,0.305,0.213,0.387,0.393,88.2,11.3,8.9,
Aybar, Erick,430947,2015,0.275,0.352,0.28,0.294,0.309,0.077,0.297,0.315,85.7,6.6,0.9,
Callaspo, Alberto,430948,2015,0.239,0.307,0.27,0.286,0.321,0.068,0.259,0.28,84.2,12.5,0.5,
Hill, Aaron,431094,2015,0.237,0.354,0.281,0.296,0.307,0.116,0.289,0.31,88.3,12.3,2.2,
Martin, Russell,431145,2015,0.235,0.415,0.34,0.333,0.33,0.18,0.384,0.375,89.2,9.8,8.2,
McGehee, Casey,431171,2015,0.227,0.317,0.243,0.275,0.29,0.09,0.258,0.303,88.6,5.3,3.7,
Blanco, Andres,433217,2015,0.263,0.41,0.372,0.332,0.335,0.148,0.416,0.362,87.1,10.5,5.2,
Granderson, Curtis,434158,2015,0.258,0.461,0.357,0.363,0.365,0.204,0.408,0.418,89.4,18.4,8.3,
Ruiz, Carlos,434563,2015,0.236,0.326,0.259,0.289,0.314,0.09,0.251,0.29,84.9,9.8,1.6,
Soto, Geovany,434567,2015,0.226,0.416,0.311,0.321,0.309,0.191,0.401,0.423,90.1,13.4,7.2,
Morse, Michael,434604,2015,0.237,0.416,0.291,0.326,0.319,0.179,0.366,0.425,90.4,0.4,9.8,
Pagan, Angel,434636,2015,0.252,0.331,0.28,0.281,0.296,0.08,0.31,0.312,86.3,11.6,0.7,
Davis, Rajai,434658,2015,0.234,0.341,0.32,0.281,0.288,0.106,0.376,0.324,86.7,12.4,3,
Ramirez, Hanley,434670,2015,0.256,0.408,0.308,0.314,0.302,0.152,0.347,0.355,90.1,6.6,7.5,
Morales, Kendrys,434778,2015,0.285,0.504,0.364,0.375,0.361,0.219,0.4,0.417,91.9,10.2,8.9,
Kendrick III, Howie,435062,2015,0.285,0.411,0.325,0.325,0.326,0.127,0.368,0.368,90.3,1.2,3.9,
Napoli, Mike,435063,2015,0.204,0.387,0.321,0.309,0.308,0.183,0.378,0.36,88.5,15.6,8.3,
Kinsler, Ian,435079,2015,0.274,0.383,0.335,0.311,0.323,0.109,0.354,0.326,86.1,17.7,2.7,
McCann, Brian,435263,2015,0.221,0.381,0.327,0.307,0.313,0.161,0.353,0.326,89.5,17.5,5.3,
Schumaker, Skip,435401,2015,0.248,0.335,0.282,0.289,0.314,0.087,0.313,0.324,85.6,5.3,1,
Walker, Neil,435522,2015,0.249,0.412,0.325,0.315,0.312,0.162,0.367,0.353,88.9,14,4.8,
Suzuki, Kurt,435559,2015,0.249,0.341,0.269,0.286,0.305,0.092,0.275,0.296,87.7,13.7,1,
Desmond, Ian,435622,2015,0.218,0.362,0.294,0.286,0.278,0.144,0.385,0.373,90.8,6.4,6.9,
Cruz Jr., Nelson,443558,2015,0.286,0.546,0.396,0.386,0.357,0.261,0.51,0.498,92.7,9.3,14.1,
Jaso, John,444379,2015,0.292,0.504,0.364,0.395,0.39,0.212,0.399,0.444,90.6,7.7,9.5,
Trumbo, Mark,444432,2015,0.252,0.442,0.327,0.325,0.302,0.191,0.408,0.407,92,13.3,9.8,
Peralta, David,444482,2015,0.281,0.457,0.38,0.355,0.35,0.176,0.453,0.419,91.6,6.7,8,
Ethier, Andre,444843,2015,0.286,0.471,0.366,0.365,0.363,0.185,0.406,0.405,86.3,11,5.9,
Escobar, Alcides,444876,2015,0.262,0.329,0.271,0.281,0.3,0.067,0.282,0.295,84.6,9.6,0.9,
Jay, Jon,445055,2015,0.24,0.309,0.253,0.289,0.334,0.069,0.242,0.29,86.3,2.5,1.7,
Prado, Martin,445988,2015,0.274,0.373,0.318,0.312,0.33,0.099,0.335,0.328,89,9.1,2.3,
Duda, Lucas,446263,2015,0.254,0.504,0.359,0.372,0.363,0.25,0.434,0.457,91.7,19.8,11.6,
Wieters, Matt,446308,2015,0.252,0.412,0.321,0.319,0.309,0.159,0.393,0.389,87,11.7,6.2,
Longoria, Evan,446334,2015,0.26,0.466,0.327,0.34,0.322,0.206,0.379,0.398,89.6,15.4,8.5,
Cozart, Zack,446359,2015,0.246,0.356,0.328,0.295,0.306,0.111,0.352,0.312,85.9,17,3,
Guyer, Brandon,446386,2015,0.236,0.362,0.342,0.317,0.335,0.126,0.354,0.319,87,13.5,3.3,
Rodriguez, Sean,446481,2015,0.212,0.35,0.281,0.266,0.25,0.138,0.363,0.344,86.9,8.3,6.6,
Reynolds, Mark,448602,2015,0.195,0.37,0.311,0.29,0.285,0.176,0.389,0.355,87.7,13.2,8.4,
Davis, Chris,448801,2015,0.262,0.589,0.39,0.403,0.364,0.327,0.539,0.566,92,17.5,17.3,
Aviles, Mike,449107,2015,0.246,0.323,0.266,0.281,0.3,0.077,0.272,0.29,86.8,10.7,0.8,
Orlando, Paulo,449181,2015,0.261,0.411,0.303,0.302,0.282,0.149,0.374,0.375,87.9,10.3,5.2,
Zobrist, Ben,450314,2015,0.26,0.382,0.349,0.324,0.347,0.121,0.348,0.315,88.6,8.2,3.6,
Peterson, Shane,451089,2015,0.259,0.368,0.299,0.309,0.326,0.109,0.36,0.377,89.4,6.9,2.7,
Fowler, Dexter,451594,2015,0.231,0.347,0.333,0.307,0.331,0.116,0.377,0.338,87.2,12.2,4.5,
Flowers, Tyler,452095,2015,0.204,0.328,0.288,0.266,0.264,0.124,0.372,0.339,90.4,11.8,4.8,
Headley, Chase,452104,2015,0.261,0.399,0.307,0.323,0.329,0.139,0.349,0.374,86.8,11.9,5.1,
Drew, Stephen,452220,2015,0.202,0.317,0.284,0.267,0.275,0.115,0.301,0.277,86.4,16.9,3.1,
Smith, Seth,452234,2015,0.251,0.437,0.331,0.337,0.336,0.186,0.385,0.394,89.9,11.7,7.9,
Maxwell, Justin,452239,2015,0.213,0.358,0.271,0.283,0.281,0.145,0.336,0.359,88.3,10.3,5.1,
Lind, Adam,452252,2015,0.244,0.421,0.351,0.328,0.334,0.177,0.39,0.359,89.5,10.7,7.2,
Pence, Hunter,452254,2015,0.268,0.505,0.347,0.358,0.323,0.237,0.418,0.438,90.1,2.1,13.2,
Span, Denard,452655,2015,0.312,0.429,0.348,0.36,0.379,0.116,0.349,0.364,87.7,7,2.7,
Hanigan, Ryan,452672,2015,0.228,0.294,0.301,0.286,0.322,0.066,0.318,0.296,85.7,9.2,0.7,
Cabrera, Asdrubal,452678,2015,0.227,0.385,0.319,0.292,0.283,0.158,0.371,0.336,88.3,17.3,5.4,
Ellsbury, Jacoby,453056,2015,0.251,0.339,0.294,0.298,0.317,0.088,0.318,0.324,86.5,11.5,3,
Tulowitzki, Troy,453064,2015,0.256,0.416,0.335,0.319,0.318,0.16,0.399,0.379,90,12.7,5.3,
Johnson, Chris,453400,2015,0.248,0.404,0.274,0.299,0.28,0.156,0.366,0.405,88.7,10.8,5.3,
Fuld, Sam,453539,2015,0.215,0.277,0.255,0.263,0.296,0.062,0.257,0.269,85.2,3.2,1.3,
Blackmon, Charlie,453568,2015,0.261,0.391,0.345,0.318,0.327,0.13,0.382,0.348,86.8,15,3.7,
Blanco, Gregor,453923,2015,0.267,0.387,0.337,0.325,0.354,0.12,0.365,0.352,87.2,10.2,2.2,
Frazier, Todd,453943,2015,0.251,0.461,0.342,0.331,0.307,0.21,0.404,0.39,89.6,18.8,9,
Ellis, A.J.,454560,2015,0.243,0.409,0.336,0.342,0.36,0.166,0.346,0.355,87.7,9.8,6.8,
Iannetta, Chris,455104,2015,0.189,0.34,0.281,0.287,0.298,0.151,0.315,0.327,89.7,16.5,6.8,
Maldonado, Martin,455117,2015,0.185,0.271,0.254,0.24,0.262,0.086,0.299,0.277,87.5,10.8,2.4,
Chirinos, Robinson,455139,2015,0.226,0.415,0.332,0.325,0.322,0.188,0.382,0.373,87,16.2,7.9,
Young, Chris,455759,2015,0.227,0.36,0.332,0.292,0.299,0.133,0.386,0.329,85.6,19.4,4.8,
Markakis, Nick,455976,2015,0.263,0.342,0.327,0.305,0.342,0.079,0.336,0.308,88.3,6.8,0.8,
Pedroia, Dustin,456030,2015,0.24,0.358,0.347,0.3,0.313,0.117,0.36,0.301,88.1,9,3,
Castillo, Welington,456078,2015,0.251,0.479,0.321,0.342,0.313,0.227,0.393,0.425,89.3,12.5,10.6,
Denorfia, Chris,456121,2015,0.256,0.394,0.302,0.308,0.308,0.137,0.373,0.381,88.1,5.5,3.8,
Bourn, Michael,456422,2015,0.231,0.305,0.269,0.279,0.307,0.074,0.299,0.315,85.8,9.2,1.8,
Nunez, Eduardo,456488,2015,0.241,0.335,0.328,0.282,0.29,0.094,0.359,0.301,88.7,2.8,2.5,
Pearce, Steve,456665,2015,0.209,0.363,0.308,0.286,0.282,0.154,0.353,0.321,86.9,19.5,5.3,
Butler, Billy,456714,2015,0.249,0.441,0.311,0.335,0.325,0.192,0.335,0.369,89.4,8.5,7.5,
Cain, Lorenzo,456715,2015,0.301,0.473,0.36,0.364,0.359,0.172,0.404,0.411,90.2,9.5,5.5,
Saltalamacchia, Jarrod,457454,2015,0.232,0.49,0.324,0.348,0.317,0.259,0.424,0.469,90.6,19.7,14.3,
De Aza, Alejandro,457477,2015,0.238,0.357,0.326,0.298,0.315,0.119,0.389,0.351,86.8,14.8,2.9,
McCutchen, Andrew,457705,2015,0.287,0.523,0.38,0.399,0.402,0.236,0.426,0.455,90.6,13.9,9.3,
Jackson, Austin,457706,2015,0.261,0.38,0.305,0.304,0.307,0.119,0.376,0.378,89.6,7.3,3.8,
Upton, Justin,457708,2015,0.231,0.426,0.34,0.327,0.322,0.195,0.419,0.401,89.8,16.2,10.1,
Maybin, Cameron,457727,2015,0.268,0.366,0.307,0.312,0.329,0.097,0.342,0.349,88.2,2.1,2.7,
Turner, Justin,457759,2015,0.287,0.481,0.371,0.369,0.366,0.194,0.406,0.403,89.5,14,7.2,
Posey III, Buster,457763,2015,0.31,0.499,0.363,0.378,0.377,0.189,0.369,0.387,89,10.9,6.1,
Espinosa, Danny,457787,2015,0.201,0.335,0.31,0.272,0.28,0.134,0.385,0.33,86.3,12.7,6.4,
Bruce, Jay,457803,2015,0.242,0.444,0.309,0.325,0.312,0.202,0.365,0.391,89.7,15.6,8.1,
Votto, Joey,458015,2015,0.289,0.541,0.427,0.422,0.443,0.252,0.482,0.476,90.2,11.5,10.9,
Coghlan, Chris,458085,2015,0.244,0.402,0.337,0.325,0.337,0.158,0.373,0.356,88.5,11,5.5,
Rasmus, Colby,458675,2015,0.213,0.414,0.339,0.31,0.293,0.201,0.464,0.416,89.5,21.1,9.6,
Gardner, Brett,458731,2015,0.258,0.394,0.327,0.332,0.346,0.136,0.367,0.376,88.8,11.1,4,
Joyce, Matt,459964,2015,0.198,0.297,0.255,0.27,0.294,0.1,0.269,0.294,85.7,16.1,3.3,
Hundley, Nick,460026,2015,0.243,0.363,0.348,0.288,0.287,0.12,0.413,0.335,89.1,11.2,3.8,
Pennington, Cliff,460060,2015,0.225,0.318,0.26,0.287,0.318,0.094,0.27,0.311,86.8,13.1,2.9,
Braun, Ryan,460075,2015,0.281,0.503,0.366,0.374,0.355,0.223,0.428,0.44,92.3,7.7,10.7,
Gordon, Alex,460086,2015,0.242,0.396,0.351,0.331,0.356,0.153,0.4,0.371,88.4,15.7,5.2,
Gomez, Carlos,460576,2015,0.244,0.395,0.315,0.309,0.306,0.152,0.369,0.361,88.2,13.6,5,
Moss, Brandon,461235,2015,0.232,0.464,0.308,0.336,0.314,0.231,0.39,0.44,89.1,19.8,11.7,
Kemp, Matt,461314,2015,0.261,0.459,0.325,0.336,0.312,0.198,0.394,0.411,89.5,12,8.3,
Venable, Will,461416,2015,0.227,0.312,0.296,0.279,0.305,0.085,0.349,0.325,87,3.9,2.3,
Murphy, David,461815,2015,0.252,0.375,0.318,0.294,0.292,0.124,0.344,0.315,88.3,7.8,3.1,
Plouffe, Trevor,461858,2015,0.251,0.441,0.321,0.33,0.315,0.19,0.365,0.379,89.8,13.6,7.9,
Romine, Andrew,461865,2015,0.214,0.256,0.276,0.239,0.269,0.042,0.328,0.276,85.6,3.6,0,
Andrus, Elvis,462101,2015,0.249,0.336,0.292,0.288,0.306,0.087,0.3,0.295,87.3,10.1,1.5,
Cervelli, Francisco,465041,2015,0.257,0.394,0.341,0.326,0.337,0.136,0.378,0.357,88.2,6.9,4.1,
Cabrera, Melky,466320,2015,0.274,0.371,0.307,0.306,0.319,0.097,0.328,0.328,89.6,9.7,2.4,
Sandoval, Pablo,467055,2015,0.227,0.352,0.288,0.279,0.276,0.125,0.309,0.298,88.1,9.9,4.8,
Herrera, Elian,467070,2015,0.234,0.357,0.296,0.282,0.284,0.124,0.375,0.356,84.8,15.5,2.7,
Ramos, Wilson,467092,2015,0.25,0.41,0.265,0.3,0.28,0.16,0.314,0.361,90.5,4.5,6.3,
Santana, Carlos,467793,2015,0.241,0.408,0.331,0.346,0.369,0.167,0.339,0.362,89.2,12.5,7.2,
Parra, Gerardo,467827,2015,0.259,0.389,0.334,0.303,0.301,0.13,0.378,0.339,88.2,9.3,3.2,
Montero, Miguel,471083,2015,0.238,0.421,0.328,0.333,0.339,0.183,0.395,0.403,88.3,12.2,8.5,
Gonzalez, Carlos,471865,2015,0.257,0.466,0.364,0.34,0.317,0.209,0.446,0.416,90.3,9.1,10.5,
Valbuena, Luis,472528,2015,0.237,0.437,0.325,0.334,0.325,0.2,0.368,0.383,89.5,17.4,8.8,
Conger, Hank,474233,2015,0.2,0.361,0.329,0.29,0.288,0.161,0.412,0.351,88.9,19.6,7.1,
De Jesus Jr., Ivan,474443,2015,0.243,0.36,0.301,0.302,0.312,0.117,0.361,0.364,86.3,4.8,2.7,
Mercer, Jordy,474568,2015,0.262,0.362,0.265,0.294,0.312,0.101,0.296,0.334,87.2,8.3,2.1,
Belt, Brandon,474832,2015,0.274,0.508,0.359,0.373,0.355,0.234,0.455,0.484,89.8,16.3,10,
Carter, Chris,474892,2015,0.203,0.443,0.319,0.331,0.313,0.239,0.423,0.445,91.2,21,15.5,
Van Slyke, Scott,475100,2015,0.204,0.346,0.305,0.283,0.289,0.142,0.362,0.329,88.2,17.1,5.5,
Alonso, Yonder,475174,2015,0.263,0.377,0.327,0.325,0.347,0.115,0.328,0.326,87.8,7.4,3.2,
Flaherty, Ryan,475247,2015,0.19,0.336,0.279,0.272,0.272,0.145,0.337,0.327,89.4,10.3,6.3,
Smoak, Justin,475253,2015,0.245,0.486,0.331,0.346,0.316,0.241,0.413,0.437,91,11.4,12.8,
Zimmerman, Ryan,475582,2015,0.288,0.505,0.329,0.37,0.348,0.218,0.378,0.437,91.8,8,9.7,
Lowrie, Jed,476704,2015,0.239,0.378,0.305,0.309,0.329,0.14,0.322,0.328,89,16.2,2.6,
Alvarez, Pedro,476883,2015,0.257,0.471,0.333,0.343,0.331,0.215,0.426,0.442,91.9,7.1,12.3,
Davis, Ike,477195,2015,0.238,0.373,0.288,0.309,0.313,0.135,0.309,0.337,87.8,5.9,5.2,
Avila, Alex,488671,2015,0.235,0.428,0.294,0.358,0.376,0.193,0.326,0.453,91.2,13.2,10.6,
Barnes, Brandon,488681,2015,0.224,0.31,0.287,0.269,0.292,0.086,0.344,0.32,86.9,10.9,1.1,
Bourjos, Peter,488721,2015,0.214,0.306,0.271,0.272,0.304,0.092,0.323,0.325,85.5,13,3.5,
Brantley Jr., Michael,488726,2015,0.291,0.425,0.368,0.346,0.365,0.134,0.371,0.344,89,9.5,3.9,
Castro, Jason,488771,2015,0.211,0.343,0.284,0.279,0.285,0.132,0.368,0.362,88.5,15.8,5.8,
Escobar, Yunel,488862,2015,0.284,0.4,0.348,0.335,0.349,0.116,0.361,0.345,89.7,4.3,3,
Moore, Tyler,489138,2015,0.219,0.375,0.263,0.279,0.266,0.156,0.315,0.338,88.7,15.8,6.3,
Morrison, Logan,489149,2015,0.257,0.436,0.298,0.338,0.334,0.179,0.314,0.368,89.9,11.7,6.9,
Aoki, Norichika,493114,2015,0.25,0.315,0.326,0.292,0.321,0.065,0.31,0.27,85.4,1.8,0.9,
Cespedes, Yoenis,493316,2015,0.294,0.546,0.367,0.38,0.336,0.252,0.45,0.468,92.2,12.2,11.1,
Ramirez, Alexei,493351,2015,0.244,0.314,0.279,0.268,0.285,0.07,0.292,0.279,84.7,8.6,1,
Campbell, Eric,493472,2015,0.282,0.416,0.277,0.356,0.386,0.134,0.265,0.381,87.5,9.1,4.3,
Beckham, Gordon,493596,2015,0.209,0.278,0.267,0.253,0.28,0.069,0.284,0.266,84.7,11.4,1.2,
Colabello, Chris,499624,2015,0.268,0.447,0.381,0.336,0.319,0.179,0.502,0.434,90,9.7,9.2,
Solarte, Yangervis,500208,2015,0.25,0.364,0.324,0.298,0.303,0.114,0.332,0.3,88.1,11.5,2.1,
Escobar, Eduardo,500871,2015,0.243,0.4,0.323,0.304,0.293,0.157,0.375,0.351,86.5,14,6.1,
Lagares, Juan,501571,2015,0.248,0.34,0.28,0.275,0.281,0.092,0.328,0.322,90.7,8.2,1.7,
Rosario, Wilin,501647,2015,0.231,0.354,0.303,0.269,0.261,0.123,0.385,0.34,88.3,5.8,4.5,
Almonte, Abraham,501659,2015,0.257,0.414,0.312,0.326,0.323,0.157,0.358,0.381,88.8,6.8,5.9,
Freese, David,501896,2015,0.25,0.423,0.325,0.328,0.319,0.173,0.384,0.389,89,6.4,7.2,
Davis, Khris,501981,2015,0.228,0.492,0.353,0.344,0.307,0.264,0.457,0.445,89.8,12.5,14.7,
Snider, Travis,501983,2015,0.227,0.333,0.293,0.289,0.31,0.105,0.346,0.341,88.3,10.1,3.5,
Chisenhall, Lonnie,502082,2015,0.244,0.366,0.288,0.289,0.294,0.122,0.331,0.334,85.7,16.5,3.3,
Martinez, J.D.,502110,2015,0.28,0.593,0.372,0.396,0.343,0.313,0.491,0.529,91.3,16.2,17.3,
Brown, Domonic,502126,2015,0.222,0.328,0.28,0.274,0.28,0.105,0.306,0.298,87,12.5,4.6,
Valencia, Danny,502143,2015,0.277,0.489,0.367,0.355,0.335,0.212,0.445,0.429,91.9,6,10.1,
Reddick, Josh,502210,2015,0.266,0.417,0.338,0.329,0.329,0.151,0.35,0.338,88.4,14.8,5,
Dyson, Jarrod,502481,2015,0.239,0.293,0.302,0.274,0.303,0.055,0.327,0.291,83.8,5.2,0.6,
Murphy, Daniel,502517,2015,0.284,0.455,0.325,0.335,0.327,0.171,0.333,0.344,89.9,11.9,4.7,
Goldschmidt, Paul,502671,2015,0.279,0.558,0.418,0.403,0.405,0.279,0.508,0.487,92,12.9,12.5,
Gonzalez, Marwin,503556,2015,0.246,0.369,0.329,0.289,0.286,0.123,0.393,0.341,88.8,11.2,3.6,
Amarista, Alexi,506560,2015,0.215,0.295,0.236,0.25,0.271,0.081,0.249,0.268,85.6,11.2,1.1,
Altuve, Jose,514888,2015,0.262,0.382,0.347,0.3,0.307,0.12,0.367,0.312,86.1,11.2,3.1,
Tejada, Ruben,514913,2015,0.268,0.373,0.303,0.321,0.347,0.106,0.325,0.351,85,12.5,2.4,
Hernandez, Cesar,514917,2015,0.249,0.324,0.306,0.293,0.322,0.075,0.339,0.322,85.9,6,1.2,
Segura, Jean,516416,2015,0.238,0.318,0.268,0.258,0.262,0.08,0.306,0.293,86.9,4.3,1.3,
Castro, Starlin,516770,2015,0.241,0.37,0.288,0.28,0.275,0.129,0.328,0.318,86.3,7.1,4.3,
Marte, Starling,516782,2015,0.276,0.455,0.337,0.344,0.331,0.179,0.394,0.404,87.8,5.5,6.7,
Paredes, Jimmy,517370,2015,0.239,0.378,0.315,0.287,0.276,0.139,0.424,0.384,90.1,8.2,5.5,
d'Arnaud, Travis,518595,2015,0.241,0.419,0.355,0.325,0.319,0.178,0.399,0.357,88.7,16.8,6.8,
Descalso, Daniel,518614,2015,0.193,0.279,0.259,0.242,0.274,0.086,0.3,0.276,87.1,13.2,2.8,
Dietrich, Derek,518618,2015,0.23,0.427,0.346,0.332,0.325,0.197,0.402,0.381,87.2,15.7,9,
Donaldson, Josh,518626,2015,0.28,0.546,0.398,0.39,0.359,0.266,0.458,0.448,92.5,10.5,12.2,
Freeman, Freddie,518692,2015,0.308,0.575,0.364,0.418,0.4,0.267,0.415,0.496,90.6,14.4,11.3,
Grandal, Yasmani,518735,2015,0.227,0.415,0.335,0.343,0.352,0.187,0.363,0.377,90.7,11.5,9,
Heyward, Jason,518792,2015,0.263,0.374,0.346,0.317,0.335,0.112,0.373,0.336,89.1,4.6,2.8,
LeMahieu, DJ,518934,2015,0.276,0.379,0.327,0.319,0.338,0.102,0.367,0.357,90.5,2.9,1.9,
Lucroy, Jonathan,518960,2015,0.273,0.413,0.313,0.332,0.337,0.141,0.333,0.359,88.8,9.7,4.1,
Middlebrooks, Will,519025,2015,0.242,0.411,0.259,0.3,0.273,0.17,0.313,0.372,88.6,15.4,7.5,
Moreland, Mitch,519048,2015,0.277,0.506,0.348,0.362,0.332,0.228,0.42,0.44,91.4,11.5,10.4,
Moustakas, Mike,519058,2015,0.264,0.436,0.353,0.339,0.332,0.172,0.37,0.352,89.4,15.2,6.4,
Norris, Derek,519083,2015,0.22,0.325,0.309,0.27,0.278,0.104,0.374,0.319,87.1,14,2.3,
Revere, Ben,519184,2015,0.283,0.345,0.316,0.298,0.322,0.062,0.33,0.31,83.1,5.1,0,
Rizzo, Anthony,519203,2015,0.275,0.496,0.384,0.383,0.386,0.221,0.403,0.401,88.7,17.3,8,
